chunk_id,filename,source_doc,chunk_index,chars
GC027::c015,GC027_c015.md,GC027,15,355
GC027::c016,GC027_c016.md,GC027,16,309
GC027::c017,GC027_c017.md,GC027,17,397
GC027::c018,GC027_c018.md,GC027,18,314
GC027::c019,GC027_c019.md,GC027,19,382
GC027::c020,GC027_c020.md,GC027,20,340
GC027::c021,GC027_c021.md,GC027,21,330
GC027::c022,GC027_c022.md,GC027,22,397
GC027::c023,GC027_c023.md,GC027,23,164
GC027::c024,GC027_c024.md,GC027,24,383
GC027::c025,GC027_c025.md,GC027,25,343
GC027::c026,GC027_c026.md,GC027,26,338
GC027::c027,GC027_c027.md,GC027,27,298
GC027::c028,GC027_c028.md,GC027,28,357
GC027::c029,GC027_c029.md,GC027,29,281
GC027::c030,GC027_c030.md,GC027,30,396
GC027::c031,GC027_c031.md,GC027,31,347
GC027::c032,GC027_c032.md,GC027,32,395
GC027::c033,GC027_c033.md,GC027,33,251
GC027::c034,GC027_c034.md,GC027,34,345
GC027::c035,GC027_c035.md,GC027,35,282
GC027::c036,GC027_c036.md,GC027,36,354
GC027::c037,GC027_c037.md,GC027,37,384
GC027::c038,GC027_c038.md,GC027,38,388
GC027::c039,GC027_c039.md,GC027,39,342
GC027::c040,GC027_c040.md,GC027,40,377
GC027::c041,GC027_c041.md,GC027,41,341
GC027::c042,GC027_c042.md,GC027,42,398
GC027::c043,GC027_c043.md,GC027,43,370
GC027::c044,GC027_c044.md,GC027,44,294
GC027::c045,GC027_c045.md,GC027,45,282
GC027::c046,GC027_c046.md,GC027,46,316
GC027::c047,GC027_c047.md,GC027,47,322
GC027::c048,GC027_c048.md,GC027,48,308
GC027::c049,GC027_c049.md,GC027,49,370
GC027::c050,GC027_c050.md,GC027,50,397
GC027::c051,GC027_c051.md,GC027,51,398
GC027::c052,GC027_c052.md,GC027,52,330
GC027::c053,GC027_c053.md,GC027,53,345
GC027::c054,GC027_c054.md,GC027,54,329
GC027::c055,GC027_c055.md,GC027,55,385
GC027::c056,GC027_c056.md,GC027,56,342
GC027::c057,GC027_c057.md,GC027,57,233
GC027::c058,GC027_c058.md,GC027,58,285
GC027::c059,GC027_c059.md,GC027,59,386
GC027::c060,GC027_c060.md,GC027,60,391
GC027::c061,GC027_c061.md,GC027,61,283
GC027::c062,GC027_c062.md,GC027,62,389
GC028::c000,GC028_c000.md,GC028,0,368
GC028::c001,GC028_c001.md,GC028,1,261
GC028::c002,GC028_c002.md,GC028,2,317
GC028::c003,GC028_c003.md,GC028,3,369
GC028::c004,GC028_c004.md,GC028,4,253
GC028::c005,GC028_c005.md,GC028,5,318
GC028::c006,GC028_c006.md,GC028,6,356
GC028::c007,GC028_c007.md,GC028,7,336
GC028::c008,GC028_c008.md,GC028,8,329
GC028::c009,GC028_c009.md,GC028,9,201
GC028::c010,GC028_c010.md,GC028,10,333
GC028::c011,GC028_c011.md,GC028,11,343
GC028::c012,GC028_c012.md,GC028,12,233
GC028::c013,GC028_c013.md,GC028,13,282
GC028::c014,GC028_c014.md,GC028,14,342
GC028::c015,GC028_c015.md,GC028,15,387
GC028::c016,GC028_c016.md,GC028,16,257
GC028::c017,GC028_c017.md,GC028,17,331
GC028::c018,GC028_c018.md,GC028,18,341
GC028::c019,GC028_c019.md,GC028,19,326
GC028::c020,GC028_c020.md,GC028,20,342
GC028::c021,GC028_c021.md,GC028,21,387
GC028::c022,GC028_c022.md,GC028,22,343
GC028::c023,GC028_c023.md,GC028,23,284
GC028::c024,GC028_c024.md,GC028,24,337
GC028::c025,GC028_c025.md,GC028,25,356
GC028::c026,GC028_c026.md,GC028,26,309
GC028::c027,GC028_c027.md,GC028,27,254
GC028::c028,GC028_c028.md,GC028,28,395
GC028::c029,GC028_c029.md,GC028,29,335
GC028::c030,GC028_c030.md,GC028,30,395
GC028::c031,GC028_c031.md,GC028,31,320
GC028::c032,GC028_c032.md,GC028,32,380
GC028::c033,GC028_c033.md,GC028,33,305
GC028::c034,GC028_c034.md,GC028,34,347
GC028::c035,GC028_c035.md,GC028,35,370
GC028::c036,GC028_c036.md,GC028,36,360
GC028::c037,GC028_c037.md,GC028,37,264
GC028::c038,GC028_c038.md,GC028,38,306
GC028::c039,GC028_c039.md,GC028,39,332
GC028::c040,GC028_c040.md,GC028,40,313
GC028::c041,GC028_c041.md,GC028,41,381
GC028::c042,GC028_c042.md,GC028,42,380
GC028::c043,GC028_c043.md,GC028,43,349
GC028::c044,GC028_c044.md,GC028,44,200
GC028::c045,GC028_c045.md,GC028,45,347
GC028::c046,GC028_c046.md,GC028,46,380
GC028::c047,GC028_c047.md,GC028,47,399
GC028::c048,GC028_c048.md,GC028,48,177
GC028::c049,GC028_c049.md,GC028,49,370
GC028::c050,GC028_c050.md,GC028,50,368
GC028::c051,GC028_c051.md,GC028,51,359
GC028::c052,GC028_c052.md,GC028,52,293
GC028::c053,GC028_c053.md,GC028,53,357
GC028::c054,GC028_c054.md,GC028,54,370
GC028::c055,GC028_c055.md,GC028,55,396
GC028::c056,GC028_c056.md,GC028,56,220
GC028::c057,GC028_c057.md,GC028,57,350
GC028::c058,GC028_c058.md,GC028,58,387
GC028::c059,GC028_c059.md,GC028,59,357
GC028::c060,GC028_c060.md,GC028,60,196
GC028::c061,GC028_c061.md,GC028,61,360
GC028::c062,GC028_c062.md,GC028,62,320
GC028::c063,GC028_c063.md,GC028,63,313
GC028::c064,GC028_c064.md,GC028,64,318
GC028::c065,GC028_c065.md,GC028,65,367
GC028::c066,GC028_c066.md,GC028,66,356
GC028::c067,GC028_c067.md,GC028,67,288
GC028::c068,GC028_c068.md,GC028,68,356
GC028::c069,GC028_c069.md,GC028,69,371
GC029::c000,GC029_c000.md,GC029,0,374
GC029::c001,GC029_c001.md,GC029,1,392
GC029::c002,GC029_c002.md,GC029,2,393
GC029::c003,GC029_c003.md,GC029,3,235
GC029::c004,GC029_c004.md,GC029,4,324
GC029::c005,GC029_c005.md,GC029,5,279
GC029::c006,GC029_c006.md,GC029,6,357
GC029::c007,GC029_c007.md,GC029,7,377
GC029::c008,GC029_c008.md,GC029,8,372
GC029::c009,GC029_c009.md,GC029,9,388
GC029::c010,GC029_c010.md,GC029,10,274
GC029::c011,GC029_c011.md,GC029,11,272
GC029::c012,GC029_c012.md,GC029,12,271
GC029::c013,GC029_c013.md,GC029,13,353
GC029::c014,GC029_c014.md,GC029,14,185
GC029::c015,GC029_c015.md,GC029,15,376
GC029::c016,GC029_c016.md,GC029,16,271
GC029::c017,GC029_c017.md,GC029,17,311
GC029::c018,GC029_c018.md,GC029,18,249
GC029::c019,GC029_c019.md,GC029,19,246
GC029::c020,GC029_c020.md,GC029,20,395
GC029::c021,GC029_c021.md,GC029,21,331
GC029::c022,GC029_c022.md,GC029,22,105
GC029::c023,GC029_c023.md,GC029,23,388
GC029::c024,GC029_c024.md,GC029,24,313
GC029::c025,GC029_c025.md,GC029,25,271
GC029::c026,GC029_c026.md,GC029,26,268
GC029::c027,GC029_c027.md,GC029,27,298
GC029::c028,GC029_c028.md,GC029,28,348
GC029::c029,GC029_c029.md,GC029,29,115
GC029::c030,GC029_c030.md,GC029,30,338
GC029::c031,GC029_c031.md,GC029,31,279
GC029::c032,GC029_c032.md,GC029,32,318
GC029::c033,GC029_c033.md,GC029,33,313
GC029::c034,GC029_c034.md,GC029,34,375
GC029::c035,GC029_c035.md,GC029,35,228
GC029::c036,GC029_c036.md,GC029,36,355
GC029::c037,GC029_c037.md,GC029,37,348
GC029::c038,GC029_c038.md,GC029,38,332
GC029::c039,GC029_c039.md,GC029,39,318
GC029::c040,GC029_c040.md,GC029,40,374
GC029::c041,GC029_c041.md,GC029,41,340
GC029::c042,GC029_c042.md,GC029,42,375
GC029::c043,GC029_c043.md,GC029,43,317
GC029::c044,GC029_c044.md,GC029,44,362
GC029::c045,GC029_c045.md,GC029,45,387
GC029::c046,GC029_c046.md,GC029,46,358
GC029::c047,GC029_c047.md,GC029,47,266
GC029::c048,GC029_c048.md,GC029,48,378
GC029::c049,GC029_c049.md,GC029,49,331
GC030::c000,GC030_c000.md,GC030,0,338
GC030::c001,GC030_c001.md,GC030,1,292
GC030::c002,GC030_c002.md,GC030,2,289
GC030::c003,GC030_c003.md,GC030,3,260
GC030::c004,GC030_c004.md,GC030,4,297
GC030::c005,GC030_c005.md,GC030,5,369
GC030::c006,GC030_c006.md,GC030,6,360
GC030::c007,GC030_c007.md,GC030,7,289
GC030::c008,GC030_c008.md,GC030,8,132
GC030::c009,GC030_c009.md,GC030,9,392
GC030::c010,GC030_c010.md,GC030,10,271
GC030::c011,GC030_c011.md,GC030,11,395
GC030::c012,GC030_c012.md,GC030,12,326
GC030::c013,GC030_c013.md,GC030,13,364
GC030::c014,GC030_c014.md,GC030,14,385
GC030::c015,GC030_c015.md,GC030,15,390
GC030::c016,GC030_c016.md,GC030,16,377
GC030::c017,GC030_c017.md,GC030,17,326
GC030::c018,GC030_c018.md,GC030,18,384
GC030::c019,GC030_c019.md,GC030,19,387
GC030::c020,GC030_c020.md,GC030,20,312
GC030::c021,GC030_c021.md,GC030,21,241
GC030::c022,GC030_c022.md,GC030,22,167
GC030::c023,GC030_c023.md,GC030,23,239
GC030::c024,GC030_c024.md,GC030,24,391
GC030::c025,GC030_c025.md,GC030,25,342
GC030::c026,GC030_c026.md,GC030,26,211
GC030::c027,GC030_c027.md,GC030,27,269
GC030::c028,GC030_c028.md,GC030,28,284
GC030::c029,GC030_c029.md,GC030,29,375
GC030::c030,GC030_c030.md,GC030,30,365
GC030::c031,GC030_c031.md,GC030,31,299
GC030::c032,GC030_c032.md,GC030,32,350
GC030::c033,GC030_c033.md,GC030,33,389
GC030::c034,GC030_c034.md,GC030,34,380
GC030::c035,GC030_c035.md,GC030,35,325
GC030::c036,GC030_c036.md,GC030,36,304
GC030::c037,GC030_c037.md,GC030,37,353
GC030::c038,GC030_c038.md,GC030,38,349
GC030::c039,GC030_c039.md,GC030,39,363
GC030::c040,GC030_c040.md,GC030,40,380
GC030::c041,GC030_c041.md,GC030,41,384
GC030::c042,GC030_c042.md,GC030,42,397
GC030::c043,GC030_c043.md,GC030,43,309
GC030::c044,GC030_c044.md,GC030,44,333
GC030::c045,GC030_c045.md,GC030,45,292
GC030::c046,GC030_c046.md,GC030,46,397
GC030::c047,GC030_c047.md,GC030,47,384
GC030::c048,GC030_c048.md,GC030,48,392
GC030::c049,GC030_c049.md,GC030,49,387
GC030::c050,GC030_c050.md,GC030,50,379
GC030::c051,GC030_c051.md,GC030,51,277
GC030::c052,GC030_c052.md,GC030,52,318
GC030::c053,GC030_c053.md,GC030,53,378
GC030::c054,GC030_c054.md,GC030,54,335
GC030::c055,GC030_c055.md,GC030,55,343
GC030::c056,GC030_c056.md,GC030,56,349
GC030::c057,GC030_c057.md,GC030,57,337
GC030::c058,GC030_c058.md,GC030,58,295
GC030::c059,GC030_c059.md,GC030,59,324
GC030::c060,GC030_c060.md,GC030,60,316
GC031::c000,GC031_c000.md,GC031,0,334
GC031::c001,GC031_c001.md,GC031,1,358
GC031::c002,GC031_c002.md,GC031,2,268
GC031::c003,GC031_c003.md,GC031,3,336
GC031::c004,GC031_c004.md,GC031,4,283
GC031::c005,GC031_c005.md,GC031,5,355
GC031::c006,GC031_c006.md,GC031,6,336
GC031::c007,GC031_c007.md,GC031,7,391
GC031::c008,GC031_c008.md,GC031,8,310
GC031::c009,GC031_c009.md,GC031,9,353
GC031::c010,GC031_c010.md,GC031,10,336
GC031::c011,GC031_c011.md,GC031,11,333
GC031::c012,GC031_c012.md,GC031,12,389
GC031::c013,GC031_c013.md,GC031,13,386
GC031::c014,GC031_c014.md,GC031,14,378
GC031::c015,GC031_c015.md,GC031,15,363
GC031::c016,GC031_c016.md,GC031,16,372
GC031::c017,GC031_c017.md,GC031,17,398
GC031::c018,GC031_c018.md,GC031,18,335
GC031::c019,GC031_c019.md,GC031,19,322
GC031::c020,GC031_c020.md,GC031,20,334
GC031::c021,GC031_c021.md,GC031,21,393
GC031::c022,GC031_c022.md,GC031,22,351
GC031::c023,GC031_c023.md,GC031,23,390
GC031::c024,GC031_c024.md,GC031,24,327
GC031::c025,GC031_c025.md,GC031,25,326
GC031::c026,GC031_c026.md,GC031,26,392
GC031::c027,GC031_c027.md,GC031,27,286
GC031::c028,GC031_c028.md,GC031,28,349
GC031::c029,GC031_c029.md,GC031,29,344
GC031::c030,GC031_c030.md,GC031,30,375
GC031::c031,GC031_c031.md,GC031,31,361
GC031::c032,GC031_c032.md,GC031,32,303
GC031::c033,GC031_c033.md,GC031,33,370
GC031::c034,GC031_c034.md,GC031,34,342
GC031::c035,GC031_c035.md,GC031,35,381
GC031::c036,GC031_c036.md,GC031,36,314
GC031::c037,GC031_c037.md,GC031,37,354
GC031::c038,GC031_c038.md,GC031,38,222
GC031::c039,GC031_c039.md,GC031,39,312
GC031::c040,GC031_c040.md,GC031,40,224
GC032::c000,GC032_c000.md,GC032,0,391
GC032::c001,GC032_c001.md,GC032,1,377
GC032::c002,GC032_c002.md,GC032,2,250
GC032::c003,GC032_c003.md,GC032,3,379
GC032::c004,GC032_c004.md,GC032,4,361
GC032::c005,GC032_c005.md,GC032,5,356
GC032::c006,GC032_c006.md,GC032,6,293
GC032::c007,GC032_c007.md,GC032,7,272
GC032::c008,GC032_c008.md,GC032,8,346
GC032::c009,GC032_c009.md,GC032,9,336
GC032::c010,GC032_c010.md,GC032,10,374
GC032::c011,GC032_c011.md,GC032,11,341
GC032::c012,GC032_c012.md,GC032,12,126
GC032::c013,GC032_c013.md,GC032,13,279
GC032::c014,GC032_c014.md,GC032,14,375
GC032::c015,GC032_c015.md,GC032,15,319
GC032::c016,GC032_c016.md,GC032,16,376
GC032::c017,GC032_c017.md,GC032,17,257
GC032::c018,GC032_c018.md,GC032,18,365
GC032::c019,GC032_c019.md,GC032,19,324
GC032::c020,GC032_c020.md,GC032,20,364
GC032::c021,GC032_c021.md,GC032,21,221
GC032::c022,GC032_c022.md,GC032,22,291
GC032::c023,GC032_c023.md,GC032,23,389
GC032::c024,GC032_c024.md,GC032,24,306
GC032::c025,GC032_c025.md,GC032,25,299
GC032::c026,GC032_c026.md,GC032,26,319
GC032::c027,GC032_c027.md,GC032,27,374
GC032::c028,GC032_c028.md,GC032,28,376
GC032::c029,GC032_c029.md,GC032,29,323
GC032::c030,GC032_c030.md,GC032,30,321
GC032::c031,GC032_c031.md,GC032,31,195
GC032::c032,GC032_c032.md,GC032,32,365
GC032::c033,GC032_c033.md,GC032,33,324
GC032::c034,GC032_c034.md,GC032,34,272
GC032::c035,GC032_c035.md,GC032,35,398
GC032::c036,GC032_c036.md,GC032,36,336
GC032::c037,GC032_c037.md,GC032,37,343
GC032::c038,GC032_c038.md,GC032,38,391
GC032::c039,GC032_c039.md,GC032,39,388
GC032::c040,GC032_c040.md,GC032,40,385
GC032::c041,GC032_c041.md,GC032,41,386
GC032::c042,GC032_c042.md,GC032,42,325
GC032::c043,GC032_c043.md,GC032,43,297
GC032::c044,GC032_c044.md,GC032,44,316
GC032::c045,GC032_c045.md,GC032,45,371
GC032::c046,GC032_c046.md,GC032,46,370
GC032::c047,GC032_c047.md,GC032,47,335
GC032::c048,GC032_c048.md,GC032,48,227
GC033::c000,GC033_c000.md,GC033,0,351
GC033::c001,GC033_c001.md,GC033,1,356
GC033::c002,GC033_c002.md,GC033,2,270
GC033::c003,GC033_c003.md,GC033,3,323
GC033::c004,GC033_c004.md,GC033,4,331
GC033::c005,GC033_c005.md,GC033,5,321
GC033::c006,GC033_c006.md,GC033,6,391
GC033::c007,GC033_c007.md,GC033,7,292
GC033::c008,GC033_c008.md,GC033,8,300
GC033::c009,GC033_c009.md,GC033,9,353
GC033::c010,GC033_c010.md,GC033,10,345
GC033::c011,GC033_c011.md,GC033,11,130
GC033::c012,GC033_c012.md,GC033,12,387
GC033::c013,GC033_c013.md,GC033,13,349
GC033::c014,GC033_c014.md,GC033,14,266
GC033::c015,GC033_c015.md,GC033,15,388
GC033::c016,GC033_c016.md,GC033,16,221
GC033::c017,GC033_c017.md,GC033,17,262
GC033::c018,GC033_c018.md,GC033,18,394
GC033::c019,GC033_c019.md,GC033,19,294
GC033::c020,GC033_c020.md,GC033,20,343
GC033::c021,GC033_c021.md,GC033,21,348
GC033::c022,GC033_c022.md,GC033,22,368
GC033::c023,GC033_c023.md,GC033,23,340
GC033::c024,GC033_c024.md,GC033,24,358
GC033::c025,GC033_c025.md,GC033,25,339
GC033::c026,GC033_c026.md,GC033,26,320
GC033::c027,GC033_c027.md,GC033,27,245
GC033::c028,GC033_c028.md,GC033,28,343
GC033::c029,GC033_c029.md,GC033,29,389
GC033::c030,GC033_c030.md,GC033,30,336
GC033::c031,GC033_c031.md,GC033,31,293
GC033::c032,GC033_c032.md,GC033,32,377
GC033::c033,GC033_c033.md,GC033,33,291
GC033::c034,GC033_c034.md,GC033,34,362
GC033::c035,GC033_c035.md,GC033,35,332
GC033::c036,GC033_c036.md,GC033,36,332
GC033::c037,GC033_c037.md,GC033,37,336
GC033::c038,GC033_c038.md,GC033,38,302
GC033::c039,GC033_c039.md,GC033,39,387
GC033::c040,GC033_c040.md,GC033,40,340
GC033::c041,GC033_c041.md,GC033,41,337
GC033::c042,GC033_c042.md,GC033,42,377
GC033::c043,GC033_c043.md,GC033,43,281
GC033::c044,GC033_c044.md,GC033,44,325
GC033::c045,GC033_c045.md,GC033,45,281
GC033::c046,GC033_c046.md,GC033,46,317
GC033::c047,GC033_c047.md,GC033,47,97
GC034::c000,GC034_c000.md,GC034,0,318
GC034::c001,GC034_c001.md,GC034,1,367
GC034::c002,GC034_c002.md,GC034,2,249
GC034::c003,GC034_c003.md,GC034,3,154
GC034::c004,GC034_c004.md,GC034,4,278
GC034::c005,GC034_c005.md,GC034,5,303
GC034::c006,GC034_c006.md,GC034,6,359
GC034::c007,GC034_c007.md,GC034,7,245
GC034::c008,GC034_c008.md,GC034,8,282
GC034::c009,GC034_c009.md,GC034,9,362
GC034::c010,GC034_c010.md,GC034,10,341
GC034::c011,GC034_c011.md,GC034,11,398
GC034::c012,GC034_c012.md,GC034,12,377
GC034::c013,GC034_c013.md,GC034,13,314
GC034::c014,GC034_c014.md,GC034,14,333
GC034::c015,GC034_c015.md,GC034,15,333
GC034::c016,GC034_c016.md,GC034,16,394
GC034::c017,GC034_c017.md,GC034,17,327
GC034::c018,GC034_c018.md,GC034,18,287
GC034::c019,GC034_c019.md,GC034,19,274
GC034::c020,GC034_c020.md,GC034,20,394
GC034::c021,GC034_c021.md,GC034,21,243
GC034::c022,GC034_c022.md,GC034,22,238
GC034::c023,GC034_c023.md,GC034,23,265
GC034::c024,GC034_c024.md,GC034,24,275
GC034::c025,GC034_c025.md,GC034,25,362
GC034::c026,GC034_c026.md,GC034,26,201
GC034::c027,GC034_c027.md,GC034,27,233
GC034::c028,GC034_c028.md,GC034,28,272
GC034::c029,GC034_c029.md,GC034,29,156
GC034::c030,GC034_c030.md,GC034,30,389
GC034::c031,GC034_c031.md,GC034,31,366
GC034::c032,GC034_c032.md,GC034,32,356
GC034::c033,GC034_c033.md,GC034,33,337
GC034::c034,GC034_c034.md,GC034,34,357
GC034::c035,GC034_c035.md,GC034,35,253
GC034::c036,GC034_c036.md,GC034,36,386
GC034::c037,GC034_c037.md,GC034,37,292
GC034::c038,GC034_c038.md,GC034,38,398
GC034::c039,GC034_c039.md,GC034,39,66
GC034::c040,GC034_c040.md,GC034,40,396
GC034::c041,GC034_c041.md,GC034,41,193
GC034::c042,GC034_c042.md,GC034,42,223
GC034::c043,GC034_c043.md,GC034,43,375
GC034::c044,GC034_c044.md,GC034,44,389
GC034::c045,GC034_c045.md,GC034,45,357
GC034::c046,GC034_c046.md,GC034,46,320
GC034::c047,GC034_c047.md,GC034,47,306
GC034::c048,GC034_c048.md,GC034,48,380
GC034::c049,GC034_c049.md,GC034,49,269
GC034::c050,GC034_c050.md,GC034,50,391
GC034::c051,GC034_c051.md,GC034,51,369
GC034::c052,GC034_c052.md,GC034,52,396
GC034::c053,GC034_c053.md,GC034,53,353
GC034::c054,GC034_c054.md,GC034,54,325
GC034::c055,GC034_c055.md,GC034,55,326
GC034::c056,GC034_c056.md,GC034,56,318
GC034::c057,GC034_c057.md,GC034,57,372
GC034::c058,GC034_c058.md,GC034,58,275
GC035::c000,GC035_c000.md,GC035,0,311
GC035::c001,GC035_c001.md,GC035,1,378
GC035::c002,GC035_c002.md,GC035,2,300
GC035::c003,GC035_c003.md,GC035,3,368
GC035::c004,GC035_c004.md,GC035,4,221
GC035::c005,GC035_c005.md,GC035,5,290
GC035::c006,GC035_c006.md,GC035,6,197
GC035::c007,GC035_c007.md,GC035,7,365
GC035::c008,GC035_c008.md,GC035,8,367
GC035::c009,GC035_c009.md,GC035,9,389
GC035::c010,GC035_c010.md,GC035,10,391
GC035::c011,GC035_c011.md,GC035,11,392
GC035::c012,GC035_c012.md,GC035,12,298
GC035::c013,GC035_c013.md,GC035,13,310
GC035::c014,GC035_c014.md,GC035,14,397
GC035::c015,GC035_c015.md,GC035,15,246
GC035::c016,GC035_c016.md,GC035,16,341
GC035::c017,GC035_c017.md,GC035,17,358
GC035::c018,GC035_c018.md,GC035,18,263
GC035::c019,GC035_c019.md,GC035,19,299
GC035::c020,GC035_c020.md,GC035,20,389
GC035::c021,GC035_c021.md,GC035,21,323
GC035::c022,GC035_c022.md,GC035,22,397
GC035::c023,GC035_c023.md,GC035,23,333
GC035::c024,GC035_c024.md,GC035,24,275
GC035::c025,GC035_c025.md,GC035,25,303
GC035::c026,GC035_c026.md,GC035,26,275
GC035::c027,GC035_c027.md,GC035,27,274
GC035::c028,GC035_c028.md,GC035,28,336
GC035::c029,GC035_c029.md,GC035,29,390
GC035::c030,GC035_c030.md,GC035,30,399
GC035::c031,GC035_c031.md,GC035,31,357
GC035::c032,GC035_c032.md,GC035,32,354
GC035::c033,GC035_c033.md,GC035,33,246
GC035::c034,GC035_c034.md,GC035,34,381
GC035::c035,GC035_c035.md,GC035,35,256
GC035::c036,GC035_c036.md,GC035,36,376
GC035::c037,GC035_c037.md,GC035,37,364
GC035::c038,GC035_c038.md,GC035,38,343
GC035::c039,GC035_c039.md,GC035,39,328
GC035::c040,GC035_c040.md,GC035,40,319
GC035::c041,GC035_c041.md,GC035,41,345
GC035::c042,GC035_c042.md,GC035,42,329
